Project ID,Project Name,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GS11863,Bundled Renewable Power Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11864,GS7591 VPA 48 Safe Water Supply in the Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11865,GS7591 VPA 49 Safe Water Supply in the Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11866,GS7591 VPA 50 Safe Water Supply in the Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1187,"Mexico Water, Energy, & Emissions Efficiency Residential Program - CPA.DF.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11873,INUMA Safe Water Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11874,INUMA Safe Water Project -VPA-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11875,Amunet Wind Power Project in Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11876,Improved Cookstove Distribution Across Rural Parts of India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11877,GS11876 Improved Cookstove Distribution Across Rural Parts of India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11878,GS11877 GS11876 Improved Cookstove Distribution Across Rural Parts of India- RVPA 01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11879,CPA 056 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1188,GS1183 Kenya Improved woodstoves project Mbeere01 CPA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11880,CPA 057 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11881,CPA 058 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11882,CPA 059 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11883,CPA 060 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11884,CPA 061 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11885,CPA 062 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11886,CPA 063 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11887,CPA 064 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11888,CPA 065 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11889,CPA 066 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1189,CONSTANT COMMISSIONING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11890,CPA 067 - Charcoal Stoves in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11891,Foundation Wind Energy-I Limited 50 MW Wind Farm Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11892,Foundation Wind Energy-II (Private) Limited 50 MW Wind Farm Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11893,GS11598- VPA-2 Emission Reductions due to distributed energy solutions by Bboxx – Rwanda efficient stoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11894,GS11450 - MicroEnergy Credits - Microfinance for Clean Energy Product Lines - India - CPA 35 - GS11894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11895,GS11450 - MicroEnergy Credits - Microfinance for Clean Energy Product Lines - India - CPA 36 - GS11895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11896,GS11450 - MicroEnergy Credits - Microfinance for Clean Energy Product Lines - India - CPA 37 - GS11896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11897,GS11450 - MicroEnergy Credits - Microfinance for Clean Energy Product Lines - India - CPA 38 - GS11897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11898,GS11450 - MicroEnergy Credits - Microfinance for Clean Energy Product Lines - India - CPA 39 - GS11898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11899,Panama Reforestation Services ARR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1190,"Hasanbeyli 50 MW WPP, Turkey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256596,0,240645,0,133666
GS11902,GS11677 Malawi Biomass Energy Conservation Programme CPA 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11903,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11904,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11905,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11906,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11907,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11908,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11909,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1191,Smokeless Cook Stoves for Rural Districts of Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,6860,0,0,0,6696,0,17131
GS11910,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11911,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11912,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11913,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11914,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11915,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11916,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11917,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11918,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11919,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1192,"10 MW Umurlar Wind Power Project, Turkey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11920,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11921,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11922,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11923,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11924,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11925,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11926,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11927,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11928,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11929,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11930,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11931,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11932,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11933,TMS Tankers Ltd. Shipping Retrofit Project 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11934,Promoting sustainable use of biomass energy resources in targeted communities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11935,GS11934 Promoting sustainable use of biomass energy resources in targeted communities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11936,Solar Power for Rural Regions in Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1194,CGN Tibet Shannan Sangri Phase I 10MWp Grid-connected Solar PV Power Generation Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11941,Hailifeng Shandong Geothermal Central Heating System,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11942,Solar Power Project by Hero Group (EKIESL- CDM.May-15-01),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11943,Bio-energy for Circular Agriculture (BeCA) PoA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11944,GS11943 VPA-001 Bio-energy for Circular Agriculture (BeCA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11945,Samarth- Empowering lives through clean technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11947,Cookstove Distribution by Infosys in Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11948,SUVIDHA’S Decentralized Energy Interventions for Rural Communities in India VPA - 4 (Himachal Pradesh IndiGo),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11949,Small-scale solar electrical programme South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11950,GS1340 - Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in BoulkiemdÉ - VPA-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11951,GS1340 - Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in BoulkiemdÉ - VPA-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11952,GS1340 - Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in BoulkiemdÉ - VPA-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11953,GS1340 - Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in BoulkiemdÉ - VPA-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11954,GS1340 - Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in BoulkiemdÉ - VPA-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11955,Safe Water & Cookstove Program for South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11956,Safe Water Supply VPA 02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11960,Safe Water Supply VPA 04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11968,VCC Benin Water Purifier Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11969,Zarafshan Wind Farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1197,Zengen Biogas Plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11970,Deployment of LPG cookstoves in Kenya VPA 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11972,Togo household water purifier project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11979,Fair. Inclusive. Transparent. - FIT carbon project in Ethiopia to provide clean drinking water in rural communities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1198,Micro Scale Biogas CDM Project of SACRED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11980,GS1340 - Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in BoulkiemdÉ - VPA-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11981,GS1340 - Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in BoulkiemdÉ - VPA-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11983,Hung Hai Gia Lai Wind Power Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11984,Tan Thuan Wind Power Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11989,GS1340 - Efficient cookstoves in Burkina Faso - tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1199,Micro Scale Biogas CDM Project of CROSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20109,0,0
GS11990,GS1340 - Efficient cookstoves in Burkina Faso - tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11991,GS1340 - Efficient cookstoves in Burkina Faso - tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11992,Naafa Cookstove Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11993,African Clean Energy Carbon Offset Programme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11994,GS11993 VPA1:  African Clean Energy for Cooking in Uganda ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11995,Unite to Light & Solar Sister Solar Lamp Project  -  Tanzania 2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11996,Small-scale solar electrical programme South Africa - CPA-002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1200,Micro Scale Biogas CDM Project of BEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1201,Micro Scale Biogas CDM Project of WORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12014,GEAAI Biomass Power Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12015,Safe Water in Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12016,Ca Mau 1C Wind Power Plant Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1202,Ã‡imsa Mersin Cement Plant 8.0 MW Waste Heat Recovery Power Generation Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12022,Safe drinking water for households institutions and communities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12023,GS12022 Safe drinking water for households institutions and communities: VPA-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12024,GS10875 GS 11343 RVPA 1 Namene Solar Lights Distribution Programme in Southern African Countries - Zimbabwe VPA 1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12025,Bundled Renewable Power Project by Sharma Industries (EKIESL-CDM.December-14-02),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12026,Cuamba solar project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1203,Usak Wind Power Plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12032,Safe drinking water project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12033,Hongera Energy Efficient Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12034,Safe Water Purifier Project in Tanzania Northern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12035,Safe Water Purifier Project in Tanzania Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12036,GS10875 Namene Solar Lights Distribution Programme in Southern African Countries - Lesotho VPA 1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12037,GS1340 Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in PassorÉ - VPA 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12038,GS1340 Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in PassorÉ - VPA 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12039,GS1340 Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in PassorÉ - VPA 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1204,MicroEnergy Credits Microfinance For Clean Energy Product Lines India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12040,GS1340 Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in PassorÉ - VPA 53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12041,GS1340 Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in PassorÉ - VPA 54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12042,GS1340 Efficient cookstoves in Burkina Faso - Solidagro F3PA cookstoves in PassorÉ - VPA 55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12043,14.90 MW Biomass-based power plant by Jasrasar Green Power Energy Pvt. Ltd. in Rajasthan India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12044,14.90 MW Biomass-based power plant by Sardarshahar Agri Energy Pvt. Ltd. in Rajasthan India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12045,Ecoparque JoÃ£o Pessoa Landfill Gas Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12046,Clean Cooking and Safe Water PoA in India by EcoAct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12047,Ecoparque Candeias Landfill Gas Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12048,Jintai Animal Manure Management System GHG Mitigation Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12049,Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1205,GS1205 Sustainable Energy for Deveopment Programme of Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12050,SPOUTS Water Purifier Programme in Africa- WPS in Uganda by AERA-VPA 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12052,SPOUTS Water Purifier Programme in Africa- WPS in Uganda by AERA-VPA 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12053,Deployment of Electric Buses in Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12054,Illoulofin PV Solar Plant - Defissol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12057,4 MW Hydro Power Project by AEMCPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12058,3MW Biomass Co-generation by M/s. NPS Sugar Industries Pvt. Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1206,CONSTANT COMMISSIONING - CPA-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12063,HomeBiogas Programme in Kenya ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12064,HomeBiogas Programme in Kenya - VPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12066,MicroEnergy Credits - Microfinance for Clean Cooking Product Lines - India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12067,GS12066 - MicroEnergy Credits - Microfinance for Clean Cooking Product Lines - India - Clean Cooking Project - VPA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS12069,Promoting access to improved cookstoves in Togo to mitigate the impacts of Climate Change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1207,SÃœTAS AKSARAY BIOGAS PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42383,0,0,0,0,0,80492
GS12073,Xinwufeng AMMS GHG Mitigation Project in Hunan Province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
