Project ID,Project Name, Type,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GS11011,GS7591 VPA 38 Zambia Western Province Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11012,GS5047 VPA76 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project IV,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11013,GS5047 VPA77 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project V,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11014,GS5047 VPA78 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project VI,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11015,GS5047 VPA79 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project VII,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11016,GS5047 VPA80 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project VIII,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11017,GS5047 VPA81 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project IX,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11018,GS5047 VPA82 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project X,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11019,GS5047 VPA83 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project XI,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1102,Zhongshan County Micro Hydro Project Bundle No.4,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11020,GS5047 VPA84 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project XII,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11021,GS5047 VPA85 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project XIII,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11022,GS5047 VPA86 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project XIV,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11023,GS5047 VPA87 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project XV,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11024,GS5047 VPA89 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project XVI,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11025,GS5047 VPA90 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project XVII,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11026,GS5047 VPA91 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project XVIII,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11027,GS5047 VPA92 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project XIX,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11028,GS5047 VPA93 African Improved Cookstoves and Clean Water Programme: Gishwati - Mukura Forest Conservation Project XX,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11029,"GS5658 VPA 33: Access to energy for local development and women's empowerment in Cabo Delgado Province, Mozambique",Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1103,Zhongshan County Micro Hydro Project Bundle No.5,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,3588,4430,3809,4007,4480,4049,3518,2747,0,0,0
GS11030,GS7591 VPA 38 Malawi Community Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11031,GS7591 VPA 39 Malawi Community Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11032,¬†GS7591 VPA 40 Rwanda Community Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11033,GS7591 VPA 41 Rwanda Community Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11034,GS7591 VPA 42 Uganda Community Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11035,GS7591 VPA 43 India Community Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11036,GS7591 VPA 44 India Community Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1104,Zhongshan County Micro Hydro Project Bundle No.6,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,4340,4365,3503,3643,4021,3613,3121,2469,0,0,0
GS11041,GS5658 VPA 34: â€œAccess to energy for local development and resilience building in Ugandaâ€,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4160,1710
GS11042,GS5658 VPA 35: â€œAccess to energy for local development and resilience building in Ugandaâ€,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11043,GS5658 VPA 36: â€œAccess to energy for local development and resilience building in Ugandaâ€,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11044,GS5658 VPA 37: â€œAccess to energy for local development and resilience building in Ugandaâ€,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11046,GS1247 VPA 266 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11047,GS1247 VPA 267 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11048,GS1247 VPA 268 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11049,GS1247 VPA 269 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1105,Ã‡AY WEIR AND HYDROELECTRIC POWER PLANT,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7923,9143,0,0,0,0,0
GS11050,GS1247 VPA 270 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11051,GS1247 VPA 271 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11053,GS1247 VPA 272 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11054,GS1247 VPA 273 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11055,GS1247 VPA 274 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11056,GS1247 VPA 275 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11057,GS1247 VPA 276 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11058,GS1247 VPA 277 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11059,GS1247 VPA 278 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11060,GS1247 VPA 279 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11061,GS1247 VPA 280 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11062,GS1247 VPA 281 Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11063,GS1247 VPA 282 Malawi Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11064,GS1247 VPA 283 Malawi Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11065,GS1247 VPA 284 Malawi Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11066,GS1247 VPA 285 Malawi Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11067,GS1247 VPA 286 Malawi Safe Water Project,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11068,Enlightening lives by propagating Household biogas projects in India,Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34947,37898,0
GS1107,Lixi IV 1.6MW Hydropower Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11070,GS1340 Efficient cookstoves in Burkina Faso – VPA-25 – Solidagro F3PA cookstoves in Passoré,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11071,GS1340 Efficient cookstoves in Burkina Faso – VPA-26 – Solidagro F3PA cookstoves in Passoré,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11072,GS1340 Efficient cookstoves in Burkina Faso – VPA-27 – Solidagro F3PA cookstoves in Passoré,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11073,GS1340 Efficient cookstoves in Burkina Faso – VPA-28 – Solidagro F3PA cookstoves in Passoré,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11074,GS1340 Efficient cookstoves in Burkina Faso – VPA-29 – Solidagro F3PA cookstoves in Passoré,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11075,Solar water filtration units for rural areas in coastal Bangladesh,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11076,GS5047 VPA94 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project IV,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11077,GS5047 VPA95 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project V,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11078,GS5047 VPA96 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project VI,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11079,GS5047 VPA97 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project VII,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1108,Lixi V 1.26MW Hydropower Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11080,GS5047 VPA98 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project VIII,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11081,GS5047 VPA99 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project IX,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11082,GS5047 VPA100 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project X,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11083,GS1247 VPA 287 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11084,GS1247 VPA 288 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11085,GS1247 VPA 289 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11086,GS1247 VPA 290 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11087,GS1247 VPA 291 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11088,GS1247 VPA 292 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11089,GS1247 VPA 293 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1109,"78.2 MW Dinar Wind Power Project, Turkey",Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11090,GS1247 VPA 294 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11091,GS1247 VPA 295 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11092,GS1247 VPA 296 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11093,GS1247 VPA 297 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11094,GS1247 VPA 298 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11095,GS1247 VPA 299 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11096,GS1247 VPA 300 - Burkina Faso Safe Water,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11098,GS 10959 VPA01 Safe Water Project in Rwanda I,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1110,Yesilirmak I 14.69 MW HEPP,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1111,Irmak 5.78 MW HEPP,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11131,Conversion of intensive agricultural systems to dynamic agroforestry systems for sustainable cocoa production in Ecuador ,Afforestation/Reforestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11133,GS10959 VPA02 Safe Water Project in Rwanda II,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11134,GS10959 VPA03 Safe Water Project in Rwanda III,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11135,GS10959 VPA04 Safe Water Project in Rwanda IV,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11136,GS10959 VPA05 Safe Water Project in Rwanda V,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11137,GS10959 VPA06 Safe Water Project in Rwanda VI,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11138,National Biodigester Programme Phase IV,Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11139,Access to Improved Cooking Solutions Programme,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1114,AKINCI IMPOUNDMENT HEPP,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11140,Improved biomass cookstoves for returnees in Burundi,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11141, Cankiri Landfill Gas to Energy Project,Landfill Methane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11142,Installation of High Efficiency Firewood Cookstoves in Sub-Saharan Africa,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11143,Installation of High Efficiency Firewood Cookstoves in Zambia,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11144,Afyon Landfill Gas to Energy Project,Landfill Methane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11145,TASC Clean Cooking PoA - VPA 1 (Zambia),Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35011,336686,212822
GS11146,Energy Efficient Stoves Program,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11147,Energy Efficient Stoves Program - CPA1,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11148,Energy Efficient Stoves Program - CPA 2,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11149,Energy Efficient Stoves Program - CPA 3,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11150,GS10959 VPA07 Safe Water Project in Bangladesh I,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11151,GS10959 VPA08 Safe Water Project in Bangladesh II,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11152,GS10959 VPA09 Safe Water Project in Bangladesh III,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11153,GS10959 VPA10 Safe Water Project in Bangladesh IV,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11154,JOil Jatropha plantation in Ghana,Afforestation/Reforestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4519,7968,6265,0,0
GS11155,GS5658 VPA 38: Fuel-efficient cookstoves for the resilience of rural communities in Burundi,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11156,GS5658 VPA 39: Fuel-efficient cookstoves for the resilience of rural communities in Burundi,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11157,GS5658 VPA 40: Fuel-efficient cookstoves for the resilience of rural communities in Burundi,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11163,PoA for the dissemination of clean cooking technologies in households and communities,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11165,Choir Wind Farm Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11166,Solar Power for Rural Villages in Mali,Solar - Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11167,Taishan Geothermal Central Heating System,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57669,139432,84311
GS11169,Aqua Clara Safe Water Program,Clean Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1117,60MW Solar PV - Monte Plata,Solar - Centralized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14905,29442,31793,32124,30637,0,0
GS11170,Loi Hai 2 Wind Farm Project – 29.4 MW,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11171,Phu Lac 2 Wind Farm - Phase 2 – 25.2 MW,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11173,Decentralized clean cooking for smallholder farmers in Mexico,Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11174,GS1247 VPA 301 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11175,GS1247 VPA 302 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11176,GS1247 VPA 303 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11177,GS1247 VPA 304 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11178,GS1247 VPA 305 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11179,GS1247 VPA 306 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11180,GS1247 VPA 307 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11181,GS1247 VPA 308 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11182,GS1247 VPA 309 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11183,GS1247 VPA 310 - Togo Safe Water,Community Boreholes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11186,Afstor Solar Cooker,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11188,GS7591 VPA 45 Murang'a Improved Cookstove Project,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11189,Improved Cookstove and Safe Water Programme,Bundled Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1119,Biogas Programme Nicaragua - Programa de BiogÃƒÂ¡s Nicaragua (PBN),Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11190,Household biogas plants in selected districts of Assam,Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,10329,3396
GS11191,BioLite Improved Cook stoves Programme,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS11192,CPA 003 – BioLite HomeStove in Kenya,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24376,0
GS11193,CPA 008 – Charcoal Stoves in Kenya,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46104,0
