Project ID,Project Name,Voluntary Registry,"ARB 
Project",Voluntary Status,Scope, Type,Reduction / Removal,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,"Total Credits 
Issued","Total Credits 
Retired",Total Credits Remaining,"Total Buffer 
Pool Deposits",Reversals Covered by Buffer Pool,Reversals Not Covered by Buffer,First Year of Project
VCS3373,Providing Low Carbon Irrigation Access To Indian Farmers,VCS,No,Registration requested,Agriculture,Improved Irrigation Management,Reduction,AMS-II.F.,South Asia,India,,,SDG 13 Ventures Pte. Ltd.,0,0,0,0,,,
VCS3377,HUILONG AREA DEQING COUNTY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS3378,Animal Manure Management System (AMMS) GHG Mitigation Project In Huoqiu county Anhui province,VCS,No,Registration requested,Agriculture,Manure Methane Digester,Reduction,ACM0010,East Asia,China,,,"Huoqiu huizhao Renewable Energy Technology Co., Ltd",0,0,0,0,,,
VCS3379,AMMS GHG MITIGATION PROJECT IN SHANDONG WEIHAI,VCS,No,Under development,Agriculture,Bundled Compost Production and Soil Application,Mixed,AMS-III.F.; VM0042,East Asia,China,,,Multiple Proponents,0,0,0,0,,,
VCS338,"Methane Recovery Project Praktijkcentrum Sterksel, North Brabant, The Netherlands",VCS,No,Registered,Agriculture,Manure Methane Digester,Reduction,AMS-I.C.; AMS-III.D.,Europe,Netherlands,,,Praktijkcentrum Sterksel,42452,25989,16463,0,,,2007.0
VCS3380,SIMFlor Programme 1,VCS,No,Under development,Forestry & Land Use,REDD+,Mixed,VM0007,South America,Brazil,,,SIMFlor Ltd,0,0,0,0,,,
VCS3381,Improved cropland management project in Laizbinh,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0042,East Asia,China,,,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",0,0,0,0,,,
VCS3382,Improved cropland management project in Diandong,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0042,East Asia,China,,,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",0,0,0,0,,,
VCS3383,Improved cropland management project in Bicheng,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0042,East Asia,China,,,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",0,0,0,0,,,
VCS3385,Methane avoidance in rice cultivation in Northeast of Yueyang County,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",0,0,0,0,,,
VCS3386,XINWEI AREA DEQING COUNTY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS3387,Sichuan Santai Improved Forest Management Project,VCS,No,Under validation,Forestry & Land Use,Improved Forest Management,Mixed,VM0010,East Asia,China,,,Santai Shengda Development Co. LTD,0,0,0,0,,,
VCS3388,DABU COUNTY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS3389,LUOFU AREA XINGNING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS339,"Utilization of renewable biomass in various thermal energy generating equipments at Shirdi Industries Limited. (SIL), Uttarakhand, India",VCS,No,Registered,Renewable Energy,Biomass,Reduction,AMS-I.C.,South Asia,India,,,SHIRDI INDUSTRIES LTD,42310,0,42310,0,,,2007.0
VCS3390,YETANG AREA XINGNING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS3391,NIPI AREA XINGNING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS3393,Hubei Jiulong PET Recycling Project,VCS,No,Registration and verification approval requested,Waste Management,Waste Recycling,Reduction,AMS-III.AJ.,East Asia,China,,,"Hubei Jiulong Recycling Technology Co., Ltd.",0,0,0,0,,,
VCS3394,CNG AgriCarbon Rewards Programme 2,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0042,Sub Saharan Africa,South Africa,,,Climate Neutral Group.,0,0,0,0,,,
VCS3395,"Carbon Sink Afforestation Project in Tongyu County, Jilin Province",VCS,No,Under validation,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,East Asia,China,,,Forestry Bureau of Tongyu County,0,0,0,0,,,
VCS3396,PlanTogo,VCS,No,Under validation,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,Sub Saharan Africa,Togo,,,Sequoia Plantation Togo,0,0,0,0,,,
VCS3398,Methane avoidance in rice cultivation in East of Yueyang County,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",0,0,0,0,,,
VCS3399,Methane avoidance in rice cultivation in Central of Yueyang County,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",0,0,0,0,,,
VCS34,Cavalcante Ceramic fuel switching project,VCS,No,Registered,Renewable Energy,Biomass,Reduction,AMS-I.E.,South America,Brazil,,,Multiple Proponents,204481,120808,83673,0,,,2007.0
VCS340,"Upgradation, Operation and Maintenance of 200 TPD Composting facility at Okhla, Delhi",VCS,No,Registered,Waste Management,Composting,Reduction,AMS-III.F.,South Asia,India,,,IL&FS Waste Management & Urban Services Limited,9203,6878,2325,0,,,2009.0
VCS3400,Methane avoidance in rice cultivation in North of Yueyang County,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",0,0,0,0,,,
VCS3401,Methane avoidance in rice cultivation in South of Yueyang County,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",0,0,0,0,,,
VCS3402,Simao Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",0,0,0,0,,,
VCS3403,Xinxing Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",0,0,0,0,,,
VCS3404,ECOPARQUE PAULÍNIA LANDFILL GAS PROJECT,VCS,No,Under development,Waste Management,Landfill Methane,Reduction,ACM0001,South America,Brazil,,,ORIZON Valorização de Resíduos S.A.,0,0,0,0,,,
VCS3405,SHENGTANG AREA ENPING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS3407,Heyuan Dengta Landfill Gas Power Generation Project,VCS,No,Under validation,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Shenzhen PhasCon Technologies Co.,Ltd.",0,0,0,0,,,
VCS3408,Mianning1 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",0,0,0,0,,,
VCS3409,Mianning2 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",0,0,0,0,,,
VCS341,Uni√£o and Dois Companheiros fuel switching project,VCS,No,Registered,Renewable Energy,Biomass,Reduction,AMS-I.E.,South America,Brazil,,,Multiple Proponents,71350,52503,18847,0,,,2006.0
VCS3410,Weichu1 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",0,0,0,0,,,
VCS3411,Weichu2 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",0,0,0,0,,,
VCS3412,Replacement of ICLs by LED lamps in India – Project 2,VCS,No,Under development,Household & Community,Lighting,Reduction,AMS-II.C.,South Asia,India,,,AGS Carbon Advisory,0,0,0,0,,,
VCS3413,Installation of high efficiency cookstoves in India by AGS Carbon – Project 2,VCS,No,Registration requested,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,AGS Carbon Advisory,0,0,0,0,,,
VCS3414,DATIAN AREA ENPING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS3415,WENCUN AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS3416,HAIYAN AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS3417,DOUSHAN AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS3418,BAISHA  AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",0,0,0,0,,,
VCS3419,Reforestation of degraded land in Spain,VCS,No,Under validation,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,Europe,Spain,,,Land Life Company BV,0,0,0,0,,,
VCS342,Hsikou Hydro Power Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,East Asia,Taiwan,,,Chianan Industry Co. Ltd.,107659,107066,593,0,,,2009.0
VCS3420,Lancheng Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",0,0,0,0,,,
VCS3421,Methane avoidance in rice cultivation in East of Junshan District,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",0,0,0,0,,,
VCS3422,Tehung Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",0,0,0,0,,,
VCS3423,Methane avoidance in rice cultivation in West of Junshan District,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",0,0,0,0,,,
VCS3424,Yuedan Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",0,0,0,0,,,
VCS3426,Zhuti Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",0,0,0,0,,,
VCS3427,Portland: Regenerative Agriculture & native revegetation on degraded land,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0042,Sub Saharan Africa,South Africa,,,Holmstone Pty. (Ltd.),0,0,0,0,,,
VCS3429,Restoration and Conservation of Dry Afromontane Forest in the Highlands of Eastern Tigray,VCS,No,Under development,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,Sub Saharan Africa,Ethiopia,,,WeForest ASBL,0,0,0,0,,,
VCS343,"7.03 MW Bundled grid connected wind electricity generation project in Tamil Nadu and Karnataka, India",VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,South Asia,India,,,PKPN Spinning Mills Pvt Ltd,0,0,0,0,,,
VCS3430,Juruá REDD+ Project,VCS,No,Under validation,Forestry & Land Use,REDD+,Mixed,VM0015,South America,Brazil,,,Multiple Proponents,0,0,0,0,,,
VCS3431,SUSTAINABLE AGRICULTURAL PRACTICES IN INDIA,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0017,South Asia,India,,,VN Foods & Beverages,0,0,0,0,,,
VCS3432,South American Regenerative Agriculture through Regenerative Grazing (SARA) - AgriCarbon,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0042,South America,Paraguay,,,Multiple Proponents,0,0,0,0,,,
VCS3433,Guiyang Afforestation Project,VCS,No,Registration and verification approval requested,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,East Asia,China,,,"Guiyang Forestry Industry Development Co., Ltd",0,0,0,0,,,
VCS3434,Lomphat Wildlife Sanctuary REDD+ Project,VCS,No,Under validation,Forestry & Land Use,REDD+,Mixed,VM0015,South East Asia,Cambodia,,,"Royal Government of Cambodia (RGC), Ministry of Environment",0,0,0,0,,,
VCS3435,Anhui Nanqiao Afforestation Project,VCS,No,Under development,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,East Asia,China,,,"Chuzhou huangqingwei Modern Agricultural Development Co., Ltd",0,0,0,0,,,
VCS3436,Fangzheng-1 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Gansu Hongmao Agriculture Development Co.,Ltd",0,0,0,0,,,
VCS3437,Fangzheng-2 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Gansu Hongmao Agriculture Development Co.,Ltd",0,0,0,0,,,
VCS3438,Tonghe-1 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Gansu Hongmao Agriculture Development Co.,Ltd",0,0,0,0,,,
VCS3439,Tonghe-2 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Gansu Hongmao Agriculture Development Co.,Ltd",0,0,0,0,,,
VCS344,Wind power project by HZL in Gujarat.,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,South Asia,India,,,Hindustan Zinc Limited,622581,622402,179,0,,,2009.0
VCS3440,Tonghe-3 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Gansu Hongmao Agriculture Development Co.,Ltd",0,0,0,0,,,
VCS3441,Yilan-1 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Gansu Hongmao Agriculture Development Co.,Ltd",0,0,0,0,,,
VCS3442,Yilan-2 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Gansu Hongmao Agriculture Development Co.,Ltd",0,0,0,0,,,
VCS3444,Zhaoyuan-1 Water Management with Rice Cultivation,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Gansu Hongmao Agriculture Development Co.,Ltd",0,0,0,0,,,
